Date,profit,inv,size,value,mom,rf,rm,mkt
2021-08-31,1.75239982069194,1.20851047887877,9.54050307015716,0.7677298911301099,0.3062266406608,0.03333333333333333,1.6350520972482099,1.6017187639148764
2021-09-30,1.07180670302819,-1.1086000297299101,3.00822397338649,0.16785268159817,2.21063314172933,0.05124999999999999,0.7953615177210099,0.7441115177210099
2021-10-31,-0.04661134859037,-1.73979252779373,5.43603846477476,-1.62572701154048,2.23026575346189,0.048749999999999995,7.61590390891615,7.56715390891615
2021-11-30,-1.6065485635541499,2.5260746964550598,6.9861975333365995,0.6497045230512399,-0.60703149977183,0.04833333333333333,2.36590111267285,2.317567779339517
2021-12-31,-1.44292696658967,2.16789226911984,4.32684595852709,-1.48481786875435,1.6796176986772,0.05958333333333333,1.34195503368415,1.2823717003508166
2022-01-31,-2.0677924698483,1.37215488216805,-1.8077707113728099,6.56571981195883,-13.6551403949571,0.052333333333333336,-1.28947860213043,-1.3418119354637634
2022-02-28,2.58145915245268,-2.1971529416335502,8.576464228039251,-1.21414667737528,6.172071716867291,0.11525,0.7552604532915,0.6400104532915001
2022-03-31,-1.52787547327604,0.9499409253184,3.71993299216827,0.72894156080476,0.90519647222695,0.14366666666666666,0.13555864253453,-0.008108024132136654
2022-04-30,-0.41353113164824,-1.14128056832636,-4.44587315699931,-0.7754876305770401,-2.3983294622368,0.1655,-8.40062996347552,-8.56612996347552
2022-05-31,0.47347040743172997,1.87227063296713,-3.49848367051952,-0.10673224206551,-1.12365177146836,0.1738333333333333,-5.422885572139291,-5.596718905472624
2022-06-30,-0.8260899803268801,1.03092413659779,-3.38684133437561,-1.20900073512073,4.00974156369405,0.1625,-7.35526193644213,-7.51776193644213
2022-07-31,-2.02767764026817,3.07801934954388,6.06709223606353,3.3303288169359297,-7.09477843331037,0.22799999999999998,0.72895791583167,0.50095791583167
2022-08-31,1.87561796525838,-3.06716163759016,-1.05136925803482,-0.039429718968909996,1.39506776972233,0.22858333333333333,6.14922948115359,5.920646147820257
2022-09-30,-0.37861359597876,1.06510433085754,-0.62977481403555,-1.85963722373101,6.02221177726672,0.395,-11.58913245503745,-11.98413245503745
2022-10-31,0.90074052890061,5.232257372780181,-4.59052378892184,-0.98881277159659,8.57480628399095,0.4170833333333333,-9.201402690551259,-9.618486023884593
2022-11-30,-2.8271265185419,4.3230208874844305,0.55309043333758,5.516216805764089,-14.6749422482398,0.41491666666666666,1.99233418292896,1.5774175162622934
2022-12-31,1.5377665339925,0.24465590306288,4.79444410647122,2.34313351953628,1.0646754392234101,0.4071666666666667,-3.94212243184983,-4.349289098516497
2023-01-31,-2.68598974287426,-3.14514899697396,0.44987326326999005,3.41179575105051,-2.71320467427255,0.37424999999999997,10.33571974699381,9.96146974699381
2023-02-28,1.55856052695134,2.65725161495455,0.75220416487481,0.35586759061084,7.049942968821819,0.338,-7.78451735992368,-8.12251735992368
2023-03-31,-0.82519830368247,-1.3597492319311602,-1.7302427469258401,3.8430181511936397,-2.91299630626554,0.264,3.89975406956317,3.63575406956317
2023-04-30,-1.12146824303956,-1.90481314386847,3.62655993903088,2.9336192978422897,-3.3366740534608503,0.2321666666666667,-1.4577697625488601,-1.6899364292155268
2023-05-31,-1.67676865529458,0.27857130353992,4.2501673678804694,2.76644232101,-3.06599383394886,0.22500000000000003,2.48303339942048,2.25803339942048
2023-06-30,-3.44150104473591,0.3562568715636,-1.26959822639655,2.17059482733467,0.49810390774546,0.19466666666666665,4.1863147223229795,3.9916480556563134
2023-07-31,-3.7355713613479598,-0.19339998202105,-1.2085880278336398,-1.15384506734784,-1.10548989001113,0.16025,9.16995482868825,9.00970482868825
2023-08-31,-0.21365120396266,-0.47916379062431,-0.13129884396866,1.16886135400856,-1.19158741043267,0.1595,0.09403876032380999,-0.06546123967619001
2023-09-30,0.62417991892555,2.70379035546874,2.91297175458461,1.6527337112373202,-0.9753075664193599,0.15883333333333333,-5.7105510395817,-5.869384372915033
2023-10-31,3.9650020933897,-7.06400733940919e-05,0.19751647096366,1.74913484043662,-0.7845746879601099,0.16816666666666666,-10.91365940302386,-11.081826069690527
2023-11-30,-2.09603895485487,-0.14470521117176,3.93308154141561,-0.43178353890372995,5.2687760657384395,0.15608333333333332,6.41321156595571,6.257128232622378
2023-12-31,-0.8615381279174199,-0.56486155450027,0.21162700918131,0.80763071838515,-2.23603648747964,0.14816666666666667,3.27200606874868,3.1238394020820133
2024-01-31,1.4084616345107,0.45023038935160997,0.056673102294950005,3.38744794537683,2.61555345917969,0.11291666666666665,3.04266635986298,2.9297496931963134
2024-02-29,0.53090817648516,-0.6272536494887,-2.97192715918342,0.36619297920225,3.6898457398492104,0.1131666666666667,7.59419742164888,7.481030754982214
2024-03-31,0.29938455026054,-0.69822531235003,0.6177682703027101,-0.020083523140809998,3.16982864898267,0.14333333333333334,2.5033327213365797,2.359999388003246
2024-04-30,0.58205727295177,-1.24696779616853,-1.55698095376088,-0.23438725354383,0.74219376836811,0.167,-5.8072253502480295,-5.974225350248029
2024-05-31,-0.35056409550469003,2.144599048811,5.21539312322008,-2.47041989349553,1.45298040468455,0.16841666666666666,4.31576162444606,4.147344957779394
2024-06-30,-0.15691530519116,-0.9461732804745601,-0.65630131733652,-0.22894531141691,1.1553126094755501,0.16808333333333333,-1.29981295374568,-1.4678962870790133
2024-07-31,0.28195696947187,0.08604371473549,-1.40226245127712,3.10579757929781,-2.02938140896099,0.16866666666666666,0.49706099637041,0.3283943297037434
2024-08-31,-0.03916888040953,1.10038867606013,-2.18456509579622,0.09938743342919999,0.25413248852143,0.16749999999999998,2.58567650278462,2.41817650278462
2024-09-30,-0.137433196484,-1.4937162414776801,-1.31400643537045,1.75050262893327,0.16014362814492,0.16641666666666668,0.31701028920373997,0.15059362253707329
2024-10-31,0.22092459954423999,-0.7654362743048599,-1.33483857961642,-0.28168860271708,-0.27020097202181,0.166,-1.82151342453841,-1.9875134245384098
2024-11-30,-0.63043097017984,0.10935346720490999,1.6222974749485801,-1.29073958057853,-0.14864331166424,0.16666666666666666,-1.1087561685435798,-1.2754228352102466
2024-12-31,1.3497014661806301,-0.18067181937430002,0.4859765840126,0.83725930936771,3.8300193979232198,0.17641666666666667,1.30511971594453,1.1287030492778634
