Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
VSH,logistic_regression,test,0.7931034482758621,0.6290130796670631,0.7931034482758621,0.7015915119363395
VSH,logistic_regression,train,0.863013698630137,0.744792644023269,0.863013698630137,0.7995568090249798
VSH,logistic_regression,valid,1.0,1.0,1.0,1.0
VSH,lstm,test,0.7931034482758621,0.6290130796670631,0.7931034482758621,0.7015915119363395
VSH,lstm,train,0.863013698630137,0.744792644023269,0.863013698630137,0.7995568090249798
VSH,lstm,valid,1.0,1.0,1.0,1.0
VSH,svm,test,0.7931034482758621,0.6290130796670631,0.7931034482758621,0.7015915119363395
VSH,svm,train,0.863013698630137,0.744792644023269,0.863013698630137,0.7995568090249798
VSH,svm,valid,1.0,1.0,1.0,1.0
VSH,transformer,test,0.8620689655172413,0.8825031928480204,0.8620689655172413,0.833103448275862
VSH,transformer,train,0.9452054794520548,0.9516056591062204,0.9452054794520548,0.94725424818222
VSH,transformer,valid,0.967741935483871,1.0,0.967741935483871,0.9836065573770492
