Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
LKW,logistic_regression,test,0.41379310344827586,0.17122473246135553,0.41379310344827586,0.2422203532380151
LKW,logistic_regression,train,0.9183673469387755,0.9298245614035088,0.9183673469387755,0.9178197064989518
LKW,logistic_regression,valid,0.25806451612903225,0.06659729448491154,0.25806451612903225,0.10587262200165426
LKW,lstm,test,0.41379310344827586,0.17122473246135553,0.41379310344827586,0.2422203532380151
LKW,lstm,train,0.7551020408163265,0.806096951524238,0.7551020408163265,0.7444589308996088
LKW,lstm,valid,0.25806451612903225,0.06659729448491154,0.25806451612903225,0.10587262200165426
LKW,svm,test,0.5862068965517241,0.3436385255648038,0.5862068965517241,0.4332833583208396
LKW,svm,train,0.8979591836734694,0.9088575096277278,0.8979591836734694,0.8972746331236897
LKW,svm,valid,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836
LKW,transformer,test,0.41379310344827586,0.17122473246135553,0.41379310344827586,0.2422203532380151
LKW,transformer,train,0.5,0.25,0.5,0.3333333333333333
LKW,transformer,valid,0.25806451612903225,0.06659729448491154,0.25806451612903225,0.10587262200165426
