Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
VLA,logistic_regression,test,0.5172413793103449,0.267538644470868,0.5172413793103449,0.3526645768025078
VLA,logistic_regression,train,0.8863636363636364,0.8895833333333333,0.8863636363636364,0.8861283643892339
VLA,logistic_regression,valid,0.5806451612903226,0.7825567502986858,0.5806451612903226,0.517327938256341
VLA,lstm,test,0.41379310344827586,0.4054336468129572,0.41379310344827586,0.4052664576802508
VLA,lstm,train,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909
VLA,lstm,valid,0.6451612903225806,0.8012903225806451,0.6451612903225806,0.610349911892689
VLA,svm,test,0.5172413793103449,0.267538644470868,0.5172413793103449,0.3526645768025078
VLA,svm,train,0.9090909090909091,0.923076923076923,0.9090909090909091,0.9083333333333333
VLA,svm,valid,0.5806451612903226,0.7825567502986858,0.5806451612903226,0.517327938256341
VLA,transformer,test,0.4827586206896552,0.23305588585017836,0.4827586206896552,0.3143544506816359
VLA,transformer,train,0.7840909090909091,0.7964959568733153,0.7840909090909091,0.781808691113141
VLA,transformer,valid,0.7096774193548387,0.82328190743338,0.7096774193548387,0.6927288578901483
