Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
VNS,logistic_regression,test,0.6206896551724138,0.6165099268547544,0.6206896551724138,0.6178624973227672
VNS,logistic_regression,train,0.8,0.8005937654626422,0.8,0.7999011857707511
VNS,logistic_regression,valid,0.2903225806451613,0.08428720083246619,0.2903225806451613,0.13064516129032258
VNS,lstm,test,0.5862068965517241,0.3436385255648038,0.5862068965517241,0.4332833583208396
VNS,lstm,train,0.5,0.25,0.5,0.3333333333333333
VNS,lstm,valid,0.2903225806451613,0.08428720083246619,0.2903225806451613,0.13064516129032258
VNS,svm,test,0.5862068965517241,0.5586206896551724,0.5862068965517241,0.5221674876847291
VNS,svm,train,0.8,0.8023892483822797,0.8,0.7996041563582383
VNS,svm,valid,0.2903225806451613,0.08428720083246619,0.2903225806451613,0.13064516129032258
VNS,transformer,test,0.7241379310344828,0.8124137931034483,0.7241379310344828,0.6814449917898194
VNS,transformer,train,0.4888888888888889,0.44705882352941173,0.4888888888888889,0.36307692307692313
VNS,transformer,valid,0.7096774193548387,0.684516129032258,0.7096774193548387,0.689910775566232
