Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
CVN,logistic_regression,test,0.3793103448275862,0.20424403183023873,0.3793103448275862,0.2655172413793104
CVN,logistic_regression,train,0.9021739130434783,0.9069823051171688,0.9021739130434783,0.9018841094916459
CVN,logistic_regression,valid,0.06451612903225806,0.004162330905306971,0.06451612903225806,0.007820136852394917
CVN,lstm,test,0.3103448275862069,0.1810344827586207,0.3103448275862069,0.22867513611615242
CVN,lstm,train,0.8152173913043478,0.8650793650793652,0.8152173913043478,0.8086850152905198
CVN,lstm,valid,0.06451612903225806,0.004162330905306971,0.06451612903225806,0.007820136852394917
CVN,svm,test,0.4827586206896552,0.23305588585017836,0.4827586206896552,0.3143544506816359
CVN,svm,train,0.9239130434782609,0.924113475177305,0.9239130434782609,0.9239040529363112
CVN,svm,valid,0.06451612903225806,0.004162330905306971,0.06451612903225806,0.007820136852394917
CVN,transformer,test,0.3793103448275862,0.3655172413793104,0.3793103448275862,0.3564908722109533
CVN,transformer,train,0.44565217391304346,0.4391856160761502,0.44565217391304346,0.43051341182182307
CVN,transformer,valid,0.06451612903225806,0.004162330905306971,0.06451612903225806,0.007820136852394917
