Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
TNC,logistic_regression,test,0.3793103448275862,0.5561450044208665,0.3793103448275862,0.29153605015673983
TNC,logistic_regression,train,0.8306451612903226,0.8734939759036144,0.8306451612903226,0.8256444593237363
TNC,logistic_regression,valid,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493088
TNC,lstm,test,0.7586206896551724,0.8152709359605911,0.7586206896551724,0.7644723092998954
TNC,lstm,train,0.9193548387096774,0.9211076280041797,0.9193548387096774,0.9192708333333333
TNC,lstm,valid,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493088
TNC,svm,test,0.3103448275862069,0.11083743842364532,0.3103448275862069,0.16333938294010888
TNC,svm,train,0.9354838709677419,0.9428571428571428,0.9354838709677419,0.93521421107628
TNC,svm,valid,0.8064516129032258,0.6503642039542143,0.8064516129032258,0.7200460829493088
TNC,transformer,test,0.3448275862068966,0.11890606420927469,0.3448275862068966,0.17683465959328026
TNC,transformer,train,0.46774193548387094,0.36637931034482757,0.46774193548387094,0.3431781701444623
TNC,transformer,valid,0.41935483870967744,0.5517826825127334,0.41935483870967744,0.47653958944281527
