Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
TCO,logistic_regression,test,0.6829268292682927,0.8125,0.5652173913043478,0.6666666666666666
TCO,logistic_regression,train,0.7063197026022305,0.7003610108303249,0.7211895910780669,0.7106227106227107
TCO,logistic_regression,valid,0.4444444444444444,0.4117647058823529,0.5121951219512195,0.45652173913043476
TCO,lstm,test,0.4634146341463415,0.5263157894736842,0.43478260869565216,0.47619047619047616
TCO,lstm,train,0.5724907063197026,0.6258064516129033,0.36059479553903345,0.45754716981132076
TCO,lstm,valid,0.5666666666666667,0.5172413793103449,0.7317073170731707,0.6060606060606061
TCO,svm,test,0.5609756097560976,0.6923076923076923,0.391304347826087,0.5
TCO,svm,train,0.9981412639405205,0.9962962962962963,1.0,0.9981447124304267
TCO,svm,valid,0.6,0.5555555555555556,0.6097560975609756,0.5813953488372093
TCO,transformer,test,0.5853658536585366,1.0,0.2608695652173913,0.41379310344827586
TCO,transformer,train,0.5408921933085502,0.5292553191489362,0.7397769516728625,0.6170542635658914
TCO,transformer,valid,0.4111111111111111,0.4117647058823529,0.6829268292682927,0.5137614678899083
