Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
CAD,logistic_regression,test,0.6829268292682927,0.8518518518518519,0.71875,0.7796610169491526
CAD,logistic_regression,train,0.7576219512195121,0.7717041800643086,0.7317073170731707,0.7511737089201878
CAD,logistic_regression,valid,0.5444444444444444,0.6923076923076923,0.5901639344262295,0.6371681415929203
CAD,lstm,test,0.6585365853658537,0.7647058823529411,0.8125,0.7878787878787878
CAD,lstm,train,0.8597560975609756,0.8959731543624161,0.8140243902439024,0.853035143769968
CAD,lstm,valid,0.6555555555555556,0.7419354838709677,0.7540983606557377,0.7479674796747967
CAD,svm,test,0.7804878048780488,0.7804878048780488,1.0,0.8767123287671232
CAD,svm,train,1.0,1.0,1.0,1.0
CAD,svm,valid,0.6777777777777778,0.6777777777777778,1.0,0.8079470198675497
CAD,transformer,test,0.7804878048780488,0.7804878048780488,1.0,0.8767123287671232
CAD,transformer,train,0.6326219512195121,0.6515679442508711,0.5701219512195121,0.608130081300813
CAD,transformer,valid,0.5555555555555556,0.7441860465116279,0.5245901639344263,0.6153846153846154
