Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
VQC,logistic_regression,test,0.4634146341463415,0.6666666666666666,0.24,0.35294117647058826
VQC,logistic_regression,train,0.8365384615384616,0.8470254957507082,0.8214285714285714,0.8340306834030683
VQC,logistic_regression,valid,0.3888888888888889,0.6470588235294118,0.18333333333333332,0.2857142857142857
VQC,lstm,test,0.3902439024390244,0.0,0.0,0.0
VQC,lstm,train,0.7184065934065934,0.7539936102236422,0.6483516483516484,0.6971935007385525
VQC,lstm,valid,0.3333333333333333,0.0,0.0,0.0
VQC,svm,test,0.6097560975609756,0.6097560975609756,1.0,0.7575757575757576
VQC,svm,train,1.0,1.0,1.0,1.0
VQC,svm,valid,0.6666666666666666,0.6666666666666666,1.0,0.8
VQC,transformer,test,0.3902439024390244,0.0,0.0,0.0
VQC,transformer,train,0.6648351648351648,0.6775147928994083,0.6291208791208791,0.6524216524216524
VQC,transformer,valid,0.3333333333333333,0.0,0.0,0.0
