Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
UIC,logistic_regression,test,0.6097560975609756,0.6071428571428571,0.7727272727272727,0.68
UIC,logistic_regression,train,0.7137404580152672,0.7121212121212122,0.7175572519083969,0.714828897338403
UIC,logistic_regression,valid,0.4666666666666667,0.5,0.5,0.5
UIC,lstm,test,0.4634146341463415,0.0,0.0,0.0
UIC,lstm,train,0.5515267175572519,0.5658536585365853,0.44274809160305345,0.49678800856531047
UIC,lstm,valid,0.4666666666666667,0.0,0.0,0.0
UIC,svm,test,0.5609756097560976,0.5769230769230769,0.6818181818181818,0.625
UIC,svm,train,0.7709923664122137,0.762962962962963,0.7862595419847328,0.7744360902255639
UIC,svm,valid,0.4777777777777778,0.5106382978723404,0.5,0.5052631578947369
UIC,transformer,test,0.5121951219512195,0.5555555555555556,0.45454545454545453,0.5
UIC,transformer,train,0.5534351145038168,0.5404624277456648,0.7137404580152672,0.6151315789473685
UIC,transformer,valid,0.4666666666666667,0.5,0.3541666666666667,0.4146341463414634
