Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
TPH,logistic_regression,test,0.5853658536585366,0.6666666666666666,0.7407407407407407,0.7017543859649122
TPH,logistic_regression,train,0.8324675324675325,0.8121951219512196,0.8649350649350649,0.8377358490566038
TPH,logistic_regression,valid,0.5777777777777777,0.8166666666666667,0.6447368421052632,0.7205882352941176
TPH,lstm,test,0.3902439024390244,0.5714285714285714,0.2962962962962963,0.3902439024390244
TPH,lstm,train,0.6662337662337663,0.7091503267973857,0.5636363636363636,0.6280752532561505
TPH,lstm,valid,0.5222222222222223,0.851063829787234,0.5263157894736842,0.6504065040650406
TPH,svm,test,0.5609756097560976,0.6551724137931034,0.7037037037037037,0.6785714285714286
TPH,svm,train,0.887012987012987,0.884020618556701,0.8909090909090909,0.88745148771022
TPH,svm,valid,0.6444444444444445,0.84375,0.7105263157894737,0.7714285714285715
TPH,transformer,test,0.6341463414634146,0.65,0.9629629629629629,0.7761194029850746
TPH,transformer,train,0.6350649350649351,0.6911764705882353,0.4883116883116883,0.5722983257229832
TPH,transformer,valid,0.8444444444444444,0.8444444444444444,1.0,0.9156626506024096
