Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
TTC,logistic_regression,test,0.5121951219512195,0.5652173913043478,0.5652173913043478,0.5652173913043478
TTC,logistic_regression,train,0.7322695035460993,0.7235494880546075,0.75177304964539,0.7373913043478261
TTC,logistic_regression,valid,0.5444444444444444,0.6065573770491803,0.6851851851851852,0.6434782608695652
TTC,lstm,test,0.43902439024390244,0.5,0.34782608695652173,0.41025641025641024
TTC,lstm,train,0.5301418439716312,0.5264797507788161,0.599290780141844,0.560530679933665
TTC,lstm,valid,0.3888888888888889,0.4,0.037037037037037035,0.06779661016949153
TTC,svm,test,0.5609756097560976,0.5609756097560976,1.0,0.71875
TTC,svm,train,1.0,1.0,1.0,1.0
TTC,svm,valid,0.6,0.6,1.0,0.75
TTC,transformer,test,0.4146341463414634,0.47619047619047616,0.43478260869565216,0.45454545454545453
TTC,transformer,train,0.5283687943262412,0.5179372197309418,0.8191489361702128,0.6346153846153846
TTC,transformer,valid,0.4777777777777778,0.5813953488372093,0.46296296296296297,0.5154639175257731
