Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
HQC,logistic_regression,test,0.6097560975609756,0.7142857142857143,0.2631578947368421,0.38461538461538464
HQC,logistic_regression,train,0.5823045267489712,0.5793650793650794,0.6008230452674898,0.5898989898989899
HQC,logistic_regression,valid,0.4111111111111111,0.4444444444444444,0.7111111111111111,0.5470085470085471
HQC,lstm,test,0.5365853658536586,0.5,0.21052631578947367,0.2962962962962963
HQC,lstm,train,0.5987654320987654,0.6008403361344538,0.588477366255144,0.5945945945945946
HQC,lstm,valid,0.5555555555555556,0.5362318840579711,0.8222222222222222,0.6491228070175439
HQC,svm,test,0.5121951219512195,0.46153846153846156,0.3157894736842105,0.375
HQC,svm,train,0.7736625514403292,0.7759336099585062,0.7695473251028807,0.7727272727272727
HQC,svm,valid,0.4666666666666667,0.47540983606557374,0.6444444444444445,0.5471698113207547
HQC,transformer,test,0.5365853658536586,0.0,0.0,0.0
HQC,transformer,train,0.565843621399177,0.5650406504065041,0.5720164609053497,0.5685071574642127
HQC,transformer,valid,0.4888888888888889,0.49411764705882355,0.9333333333333333,0.6461538461538462
