Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
LGC,logistic_regression,test,0.6097560975609756,0.7586206896551724,0.7096774193548387,0.7333333333333333
LGC,logistic_regression,train,0.7745901639344263,0.7791666666666667,0.7663934426229508,0.7727272727272727
LGC,logistic_regression,valid,0.5666666666666667,0.72,0.5901639344262295,0.6486486486486487
LGC,lstm,test,0.24390243902439024,0.0,0.0,0.0
LGC,lstm,train,0.5,0.0,0.0,0.0
LGC,lstm,valid,0.32222222222222224,0.0,0.0,0.0
LGC,svm,test,0.6097560975609756,0.8260869565217391,0.6129032258064516,0.7037037037037037
LGC,svm,train,0.8176229508196722,0.8297872340425532,0.7991803278688525,0.81419624217119
LGC,svm,valid,0.5666666666666667,0.7391304347826086,0.5573770491803278,0.6355140186915887
LGC,transformer,test,0.4146341463414634,0.7692307692307693,0.3225806451612903,0.45454545454545453
LGC,transformer,train,0.6065573770491803,0.5838709677419355,0.7418032786885246,0.6534296028880866
LGC,transformer,valid,0.4666666666666667,0.7407407407407407,0.32786885245901637,0.45454545454545453
