Ticker,Model,Month-Year,Index,Actual,Prediction,Prob_Class_0,Prob_Class_1,Correct
AAM,lstm,2024-01-01,14,1,1,0.48543772,0.51456225,1
AAM,lstm,2024-02-01,15,1,1,0.4853139,0.51468617,1
AAM,lstm,2024-03-01,16,1,1,0.48529956,0.5147004,1
AAM,lstm,2024-04-01,17,1,1,0.48491517,0.5150848,1
AAM,lstm,2024-05-01,18,1,1,0.48416343,0.51583654,1
AAM,lstm,2024-06-01,19,1,1,0.48350504,0.5164949,1
AAM,lstm,2024-07-01,20,1,1,0.48238194,0.5176181,1
AAM,lstm,2024-08-01,21,0,1,0.48170933,0.51829076,0
AAM,lstm,2024-09-01,22,0,1,0.48063853,0.5193614,0
AAM,lstm,2024-10-01,23,0,1,0.47997966,0.5200203,0
AAM,lstm,2024-11-01,24,0,1,0.47874346,0.5212565,0
AAM,lstm,2024-12-01,25,0,1,0.47709456,0.5229055,0
AAM,lstm,2025-01-01,26,0,1,0.47626606,0.5237339,0
AAM,lstm,2025-02-01,27,0,1,0.47477898,0.525221,0
AAM,lstm,2025-03-01,28,0,1,0.47356668,0.52643335,0
ABI,svm,2022-11-01,0,0,0,0.8904737771,0.1095262229,1
ABI,svm,2022-12-01,1,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-01-01,2,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-02-01,3,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-03-01,4,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-04-01,5,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-05-01,6,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-06-01,7,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-07-01,8,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-08-01,9,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-09-01,10,0,0,0.8904737771,0.1095262229,1
ABI,svm,2023-10-01,11,1,0,0.8904737771,0.1095262229,0
ABI,svm,2023-11-01,12,1,0,0.8904737771,0.1095262229,0
ABI,svm,2023-12-01,13,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-01-01,14,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-02-01,15,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-03-01,16,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-04-01,17,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-05-01,18,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-06-01,19,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-07-01,20,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-08-01,21,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-09-01,22,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-10-01,23,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-11-01,24,1,0,0.8904737771,0.1095262229,0
ABI,svm,2024-12-01,25,1,0,0.8904737771,0.1095262229,0
ABI,svm,2025-01-01,26,1,0,0.8904737771,0.1095262229,0
ABI,svm,2025-02-01,27,1,0,0.8904737771,0.1095262229,0
ABI,svm,2025-03-01,28,0,0,0.8904737771,0.1095262229,1
ABT,logistic_regression,2022-11-01,0,1,1,0.0148104195,0.9851895805,1
ABT,logistic_regression,2022-12-01,1,1,1,0.0635464248,0.9364535752,1
ABT,logistic_regression,2023-01-01,2,1,1,0.1058297942,0.8941702058,1
ABT,logistic_regression,2023-02-01,3,1,1,0.1632452572,0.8367547428,1
ABT,logistic_regression,2023-03-01,4,1,1,0.1379490421,0.8620509579,1
ABT,logistic_regression,2023-04-01,5,1,1,0.0407308612,0.9592691388,1
ABT,logistic_regression,2023-05-01,6,1,1,0.0172623456,0.9827376544,1
ABT,logistic_regression,2023-06-01,7,1,1,0.0117916122,0.9882083878,1
ABT,logistic_regression,2023-07-01,8,1,1,0.0085627638,0.9914372362,1
ABT,logistic_regression,2023-08-01,9,1,1,0.0133271012,0.9866728988,1
ABT,logistic_regression,2023-09-01,10,1,1,0.0222452132,0.9777547868,1
ABT,logistic_regression,2023-10-01,11,1,1,0.0156445368,0.9843554632,1
ABT,logistic_regression,2023-11-01,12,1,1,0.0143802172,0.9856197828,1
ABT,logistic_regression,2023-12-01,13,1,1,0.0211635583,0.9788364417,1
ABT,logistic_regression,2024-01-01,14,1,1,0.0414604869,0.9585395131,1
ABT,logistic_regression,2024-02-01,15,1,1,0.0154424704,0.9845575296,1
ABT,logistic_regression,2024-03-01,16,1,1,0.0129423181,0.9870576819,1
ABT,logistic_regression,2024-04-01,17,1,1,0.0098196406,0.9901803594,1
ABT,logistic_regression,2024-05-01,18,1,1,0.006645163,0.993354837,1
ABT,logistic_regression,2024-06-01,19,1,1,0.0089001319,0.9910998681,1
ABT,logistic_regression,2024-07-01,20,1,1,0.0056907583,0.9943092417,1
ABT,logistic_regression,2024-08-01,21,1,1,0.0100958702,0.9899041298,1
ABT,logistic_regression,2024-09-01,22,0,1,0.0205112495,0.9794887505,0
ABT,logistic_regression,2024-10-01,23,1,1,0.0191110921,0.9808889079,1
ABT,logistic_regression,2024-11-01,24,1,1,0.0263083485,0.9736916515,1
ABT,logistic_regression,2024-12-01,25,1,1,0.0105474728,0.9894525272,1
ABT,logistic_regression,2025-01-01,26,1,1,0.0056543219,0.9943456781,1
ABT,logistic_regression,2025-02-01,27,0,1,0.0029815594,0.9970184406,0
ABT,logistic_regression,2025-03-01,28,0,1,0.0025745459,0.9974254541,0
ACB,svm,2022-11-01,0,1,1,0.9610542438,0.0389457562,1
ACB,svm,2022-12-01,1,1,1,0.9606893516,0.0393106484,1
ACB,svm,2023-01-01,2,1,1,0.9608011791,0.0391988209,1
ACB,svm,2023-02-01,3,1,1,0.960635644,0.039364356,1
ACB,svm,2023-03-01,4,1,1,0.9605993622,0.0394006378,1
ACB,svm,2023-04-01,5,1,1,0.9604893569,0.0395106431,1
ACB,svm,2023-05-01,6,1,1,0.9606708586,0.0393291414,1
ACB,svm,2023-06-01,7,1,1,0.9608801153,0.0391198847,1
ACB,svm,2023-07-01,8,1,1,0.9611086377,0.0388913623,1
ACB,svm,2023-08-01,9,1,1,0.9614432701,0.0385567299,1
ACB,svm,2023-09-01,10,1,1,0.9614393704,0.0385606296,1
ACB,svm,2023-10-01,11,1,1,0.9615819649,0.0384180351,1
ACB,svm,2023-11-01,12,1,1,0.9617197242,0.0382802758,1
ACB,svm,2023-12-01,13,1,1,0.9617882487,0.0382117513,1
ACB,svm,2024-01-01,14,1,1,0.961716377,0.038283623,1
ACB,svm,2024-02-01,15,1,1,0.9616570857,0.0383429143,1
ACB,svm,2024-03-01,16,1,1,0.9615950614,0.0384049386,1
ACB,svm,2024-04-01,17,1,1,0.9615444132,0.0384555868,1
ACB,svm,2024-05-01,18,1,1,0.9615998606,0.0384001394,1
ACB,svm,2024-06-01,19,1,1,0.9615920424,0.0384079576,1
ACB,svm,2024-07-01,20,1,1,0.9618913531,0.0381086469,1
ACB,svm,2024-08-01,21,1,1,0.9624067456,0.0375932544,1
ACB,svm,2024-09-01,22,1,1,0.9630963384,0.0369036616,1
ACB,svm,2024-10-01,23,1,1,0.9635485244,0.0364514756,1
ACB,svm,2024-11-01,24,1,1,0.9639646668,0.0360353332,1
ACB,svm,2024-12-01,25,1,1,0.9644010148,0.0355989852,1
ACB,svm,2025-01-01,26,1,1,0.9647562011,0.0352437989,1
ACB,svm,2025-02-01,27,1,1,0.9650608044,0.0349391956,1
ACB,svm,2025-03-01,28,0,1,0.9653259267,0.0346740733,0
ACC,svm,2022-11-01,0,0,0,0.9416695453,0.0583304547,1
ACC,svm,2022-12-01,1,0,0,0.9416695453,0.0583304547,1
ACC,svm,2023-01-01,2,0,0,0.9416695453,0.0583304547,1
ACC,svm,2023-02-01,3,0,0,0.9416695453,0.0583304547,1
ACC,svm,2023-03-01,4,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-04-01,5,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-05-01,6,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-06-01,7,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-07-01,8,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-08-01,9,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-09-01,10,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-10-01,11,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-11-01,12,1,0,0.9416695453,0.0583304547,0
ACC,svm,2023-12-01,13,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-01-01,14,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-02-01,15,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-03-01,16,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-04-01,17,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-05-01,18,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-06-01,19,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-07-01,20,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-08-01,21,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-09-01,22,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-10-01,23,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-11-01,24,1,0,0.9416695453,0.0583304547,0
ACC,svm,2024-12-01,25,1,0,0.9416695453,0.0583304547,0
ACC,svm,2025-01-01,26,1,0,0.9416695453,0.0583304547,0
ACC,svm,2025-02-01,27,1,0,0.9416695453,0.0583304547,0
ACC,svm,2025-03-01,28,0,0,0.9416695453,0.0583304547,1
ACE,svm,2022-11-01,0,1,1,2e-10,0.9999999998,1
ACE,svm,2022-12-01,1,1,1,1e-10,0.9999999999,1
ACE,svm,2023-01-01,2,1,1,1e-10,0.9999999999,1
ACE,svm,2023-02-01,3,1,1,0.0,1.0,1
ACE,svm,2023-03-01,4,1,1,0.0,1.0,1
ACE,svm,2023-04-01,5,1,1,1e-10,0.9999999999,1
ACE,svm,2023-05-01,6,1,1,0.0,1.0,1
ACE,svm,2023-06-01,7,0,1,0.0,1.0,0
ACE,svm,2023-07-01,8,1,1,0.0,1.0,1
ACE,svm,2023-08-01,9,1,1,0.0,1.0,1
ACE,svm,2023-09-01,10,1,1,9e-10,0.9999999991,1
ACE,svm,2023-10-01,11,1,1,4e-10,0.9999999996,1
ACE,svm,2023-11-01,12,1,1,1.4e-09,0.9999999986,1
ACE,svm,2023-12-01,13,1,1,2e-10,0.9999999998,1
ACE,svm,2024-01-01,14,1,1,1e-10,0.9999999999,1
ACE,svm,2024-02-01,15,1,1,2e-10,0.9999999998,1
ACE,svm,2024-03-01,16,1,1,1e-10,0.9999999999,1
ACE,svm,2024-04-01,17,1,1,1e-10,0.9999999999,1
ACE,svm,2024-05-01,18,1,1,0.0,1.0,1
ACE,svm,2024-06-01,19,1,1,0.0,1.0,1
ACE,svm,2024-07-01,20,1,1,0.0,1.0,1
ACE,svm,2024-08-01,21,1,1,0.0,1.0,1
ACE,svm,2024-09-01,22,1,1,0.0,1.0,1
ACE,svm,2024-10-01,23,1,1,0.0,1.0,1
ACE,svm,2024-11-01,24,1,1,0.0,1.0,1
ACE,svm,2024-12-01,25,1,1,0.0,1.0,1
ACE,svm,2025-01-01,26,1,1,0.0,1.0,1
ACE,svm,2025-02-01,27,1,1,0.0,1.0,1
ACE,svm,2025-03-01,28,0,1,0.0,1.0,0
ACL,lstm,2022-11-01,0,1,1,0.4838678,0.51613224,1
ACL,lstm,2022-12-01,1,1,1,0.48303536,0.5169647,1
ACL,lstm,2023-01-01,2,1,1,0.4838364,0.5161635,1
ACL,lstm,2023-02-01,3,1,1,0.48479313,0.5152069,1
ACL,lstm,2023-03-01,4,1,1,0.48770788,0.5122921,1
ACL,lstm,2023-04-01,5,1,1,0.4896746,0.5103254,1
ACL,lstm,2023-05-01,6,1,1,0.49097472,0.5090253,1
ACL,lstm,2023-06-01,7,1,1,0.49318177,0.5068182,1
ACL,lstm,2023-07-01,8,1,1,0.49140579,0.50859416,1
ACL,lstm,2023-08-01,9,1,1,0.4889788,0.5110212,1
ACL,lstm,2023-09-01,10,1,1,0.48992154,0.51007843,1
ACL,lstm,2023-10-01,11,1,1,0.49013662,0.5098633,1
ACL,lstm,2023-11-01,12,1,1,0.48848543,0.51151454,1
ACL,lstm,2023-12-01,13,1,1,0.48695457,0.5130454,1
ACL,lstm,2024-01-01,14,1,1,0.48778707,0.5122129,1
ACL,lstm,2024-02-01,15,1,1,0.49028432,0.5097156,1
ACL,lstm,2024-03-01,16,1,1,0.4915388,0.50846124,1
ACL,lstm,2024-04-01,17,1,1,0.49075094,0.50924903,1
ACL,lstm,2024-05-01,18,1,1,0.4897276,0.5102725,1
ACL,lstm,2024-06-01,19,1,1,0.4894921,0.51050794,1
ACL,lstm,2024-07-01,20,1,1,0.48888123,0.5111188,1
ACL,lstm,2024-08-01,21,1,1,0.48906985,0.5109302,1
ACL,lstm,2024-09-01,22,1,1,0.48865497,0.511345,1
ACL,lstm,2024-10-01,23,1,1,0.48915198,0.510848,1
ACL,lstm,2024-11-01,24,1,1,0.4894119,0.5105881,1
ACL,lstm,2024-12-01,25,1,1,0.48932207,0.510678,1
ACL,lstm,2025-01-01,26,1,1,0.48912114,0.51087886,1
ACL,lstm,2025-02-01,27,1,1,0.48892692,0.5110731,1
ACL,lstm,2025-03-01,28,0,1,0.48877183,0.51122814,0
ADC,svm,2022-11-01,0,1,1,0.0331812811,0.9668187189,1
ADC,svm,2022-12-01,1,1,1,0.0529743223,0.9470256777,1
ADC,svm,2023-01-01,2,1,1,0.0485278087,0.9514721913,1
ADC,svm,2023-02-01,3,1,1,0.00788732,0.99211268,1
ADC,svm,2023-03-01,4,1,1,0.0139762629,0.9860237371,1
ADC,svm,2023-04-01,5,1,1,0.0089207581,0.9910792419,1
ADC,svm,2023-05-01,6,1,1,3.3399e-06,0.9999966601,1
ADC,svm,2023-06-01,7,1,1,3.339e-07,0.9999996661,1
ADC,svm,2023-07-01,8,1,1,2.8e-09,0.9999999972,1
ADC,svm,2023-08-01,9,1,1,1.3e-09,0.9999999987,1
ADC,svm,2023-09-01,10,1,1,7.3e-09,0.9999999927,1
ADC,svm,2023-10-01,11,1,1,2.37e-08,0.9999999763,1
ADC,svm,2023-11-01,12,1,1,5.31e-08,0.9999999469,1
ADC,svm,2023-12-01,13,1,1,3.1e-09,0.9999999969,1
ADC,svm,2024-01-01,14,1,1,7e-10,0.9999999993,1
ADC,svm,2024-02-01,15,1,1,1e-10,0.9999999999,1
ADC,svm,2024-03-01,16,1,1,0.0,1.0,1
ADC,svm,2024-04-01,17,1,1,0.0,1.0,1
ADC,svm,2024-05-01,18,1,1,0.0,1.0,1
ADC,svm,2024-06-01,19,1,1,0.0,1.0,1
ADC,svm,2024-07-01,20,1,1,3e-10,0.9999999997,1
ADC,svm,2024-08-01,21,1,1,1.3e-09,0.9999999987,1
ADC,svm,2024-09-01,22,1,1,3.3e-09,0.9999999967,1
ADC,svm,2024-10-01,23,1,1,8.6e-09,0.9999999914,1
ADC,svm,2024-11-01,24,1,1,1.6e-09,0.9999999984,1
ADC,svm,2024-12-01,25,1,1,2e-10,0.9999999998,1
ADC,svm,2025-01-01,26,1,1,0.0,1.0,1
ADC,svm,2025-02-01,27,1,1,0.0,1.0,1
ADC,svm,2025-03-01,28,0,1,0.0,1.0,0
ADP,logistic_regression,2022-11-01,0,1,1,0.0001391146,0.9998608854,1
ADP,logistic_regression,2022-12-01,1,0,1,0.0002080652,0.9997919348,0
ADP,logistic_regression,2023-01-01,2,0,1,0.0007648493,0.9992351507,0
ADP,logistic_regression,2023-02-01,3,1,1,0.0052268957,0.9947731043,1
ADP,logistic_regression,2023-03-01,4,1,1,0.0607552407,0.9392447593,1
ADP,logistic_regression,2023-04-01,5,1,1,0.1748035681,0.8251964319,1
ADP,logistic_regression,2023-05-01,6,1,1,0.2133200884,0.7866799116,1
ADP,logistic_regression,2023-06-01,7,1,1,0.1467030124,0.8532969876,1
ADP,logistic_regression,2023-07-01,8,1,1,0.0522578887,0.9477421113,1
ADP,logistic_regression,2023-08-01,9,1,1,0.0269530999,0.9730469001,1
ADP,logistic_regression,2023-09-01,10,1,1,0.0190812521,0.9809187479,1
ADP,logistic_regression,2023-10-01,11,1,1,0.0219009514,0.9780990486,1
ADP,logistic_regression,2023-11-01,12,1,1,0.0139881701,0.9860118299,1
ADP,logistic_regression,2023-12-01,13,1,1,0.0109399004,0.9890600996,1
ADP,logistic_regression,2024-01-01,14,1,1,0.0080016314,0.9919983686,1
ADP,logistic_regression,2024-02-01,15,1,1,0.0059195303,0.9940804697,1
ADP,logistic_regression,2024-03-01,16,1,1,0.0055483782,0.9944516218,1
ADP,logistic_regression,2024-04-01,17,1,1,0.0071289585,0.9928710415,1
ADP,logistic_regression,2024-05-01,18,0,1,0.0062432608,0.9937567392,0
ADP,logistic_regression,2024-06-01,19,0,1,0.0111863511,0.9888136489,0
ADP,logistic_regression,2024-07-01,20,0,1,0.0132547248,0.9867452752,0
ADP,logistic_regression,2024-08-01,21,0,1,0.0175993569,0.9824006431,0
ADP,logistic_regression,2024-09-01,22,0,1,0.0261985605,0.9738014395,0
ADP,logistic_regression,2024-10-01,23,0,1,0.0836276867,0.9163723133,0
ADP,logistic_regression,2024-11-01,24,0,0,0.9230090155,0.0769909845,1
ADP,logistic_regression,2024-12-01,25,0,0,0.7621505235,0.2378494765,1
ADP,logistic_regression,2025-01-01,26,0,1,0.1441575579,0.8558424421,0
ADP,logistic_regression,2025-02-01,27,0,1,0.0101878021,0.9898121979,0
ADP,logistic_regression,2025-03-01,28,0,1,0.0009073015,0.9990926985,0
AGF,svm,2022-11-01,0,0,0,0.9998764825,0.0001235175,1
AGF,svm,2022-12-01,1,0,0,0.9999733801,2.66199e-05,1
AGF,svm,2023-01-01,2,0,0,0.9999356167,6.43833e-05,1
AGF,svm,2023-02-01,3,0,0,0.9999770254,2.29746e-05,1
AGF,svm,2023-03-01,4,1,0,0.9999335725,6.64275e-05,0
AGF,svm,2023-04-01,5,0,0,0.9998894774,0.0001105226,1
AGF,svm,2023-05-01,6,0,0,0.9998732687,0.0001267313,1
AGF,svm,2023-06-01,7,0,0,0.9998883802,0.0001116198,1
AGF,svm,2023-07-01,8,0,0,0.9997856515,0.0002143485,1
AGF,svm,2023-08-01,9,1,0,0.9997188126,0.0002811874,0
AGF,svm,2023-09-01,10,1,0,0.9995200301,0.0004799699,0
AGF,svm,2023-10-01,11,1,0,0.9988673912,0.0011326088,0
AGF,svm,2023-11-01,12,1,0,0.9956843645,0.0043156355,0
AGF,svm,2023-12-01,13,1,0,0.9973811154,0.0026188846,0
AGF,svm,2024-01-01,14,1,0,0.9982004108,0.0017995892,0
AGF,svm,2024-02-01,15,1,0,0.9961448102,0.0038551898,0
AGF,svm,2024-03-01,16,1,0,0.9993046218,0.0006953782,0
AGF,svm,2024-04-01,17,1,0,0.9973393917,0.0026606083,0
AGF,svm,2024-05-01,18,1,0,0.996130127,0.003869873,0
AGF,svm,2024-06-01,19,1,0,0.9949640871,0.0050359129,0
AGF,svm,2024-07-01,20,1,0,0.9856127489,0.0143872511,0
AGF,svm,2024-08-01,21,1,0,0.9862962881,0.0137037119,0
AGF,svm,2024-09-01,22,1,0,0.9870283354,0.0129716646,0
AGF,svm,2024-10-01,23,1,0,0.9943061924,0.0056938076,0
AGF,svm,2024-11-01,24,1,0,0.9917962389,0.0082037611,0
AGF,svm,2024-12-01,25,1,0,0.9993380599,0.0006619401,0
AGF,svm,2025-01-01,26,1,0,0.9997101078,0.0002898922,0
AGF,svm,2025-02-01,27,1,0,0.9996100926,0.0003899074,0
AGF,svm,2025-03-01,28,0,0,0.9999860838,1.39162e-05,1
AGM,svm,2022-11-01,0,0,0,0.9999999,1e-07,1
AGM,svm,2022-12-01,1,0,0,0.9999999,1e-07,1
AGM,svm,2023-01-01,2,0,0,0.9999999,1e-07,1
AGM,svm,2023-02-01,3,0,0,0.9999999,1e-07,1
AGM,svm,2023-03-01,4,0,0,0.9999999,1e-07,1
AGM,svm,2023-04-01,5,0,0,0.9999999,1e-07,1
AGM,svm,2023-05-01,6,0,0,0.9999999,1e-07,1
AGM,svm,2023-06-01,7,0,0,0.9999999,1e-07,1
AGM,svm,2023-07-01,8,0,0,0.9999999,1e-07,1
AGM,svm,2023-08-01,9,0,0,0.9999999,1e-07,1
AGM,svm,2023-09-01,10,0,0,0.9999999,1e-07,1
AGM,svm,2023-10-01,11,0,0,0.9991771426,0.0008228574,1
AGM,svm,2023-11-01,12,0,0,0.9999999,1e-07,1
AGM,svm,2023-12-01,13,0,0,0.9990316808,0.0009683192,1
AGM,svm,2024-01-01,14,0,0,0.9999999,1e-07,1
AGM,svm,2024-02-01,15,1,1,0.0767933926,0.9232066074,1
AGM,svm,2024-03-01,16,1,1,2.26e-08,0.9999999774,1
AGM,svm,2024-04-01,17,1,1,3.4622e-06,0.9999965378,1
AGM,svm,2024-05-01,18,1,1,0.0,1.0,1
AGM,svm,2024-06-01,19,1,0,0.9981843727,0.0018156273,0
AGM,svm,2024-07-01,20,0,0,0.7757407656,0.2242592344,1
AGM,svm,2024-08-01,21,0,1,0.0,1.0,0
AGM,svm,2024-09-01,22,1,1,0.2258946454,0.7741053546,1
AGM,svm,2024-10-01,23,1,1,0.002757661,0.997242339,1
AGM,svm,2024-11-01,24,1,1,1.534e-07,0.9999998466,1
AGM,svm,2024-12-01,25,1,1,0.1124733696,0.8875266304,1
AGM,svm,2025-01-01,26,1,1,2.497e-07,0.9999997503,1
AGM,svm,2025-02-01,27,1,1,2.6397e-06,0.9999973603,1
AGM,svm,2025-03-01,28,0,1,0.0,1.0,0
AGR,svm,2022-11-01,0,0,0,0.9977919,0.0022081,1
AGR,svm,2022-12-01,1,0,0,0.9975970039,0.0024029961,1
AGR,svm,2023-01-01,2,0,0,0.9957297073,0.0042702927,1
AGR,svm,2023-02-01,3,0,0,0.9923313078,0.0076686922,1
AGR,svm,2023-03-01,4,0,0,0.9901516474,0.0098483526,1
AGR,svm,2023-04-01,5,0,0,0.9886060174,0.0113939826,1
AGR,svm,2023-05-01,6,0,0,0.9850519393,0.0149480607,1
AGR,svm,2023-06-01,7,0,0,0.9807975828,0.0192024172,1
AGR,svm,2023-07-01,8,0,0,0.9846556821,0.0153443179,1
AGR,svm,2023-08-01,9,0,0,0.9911914424,0.0088085576,1
AGR,svm,2023-09-01,10,0,0,0.9936167854,0.0063832146,1
AGR,svm,2023-10-01,11,1,0,0.9943883197,0.0056116803,0
AGR,svm,2023-11-01,12,0,0,0.9956616522,0.0043383478,1
AGR,svm,2023-12-01,13,0,0,0.9963437469,0.0036562531,1
AGR,svm,2024-01-01,14,1,0,0.9949903212,0.0050096788,0
AGR,svm,2024-02-01,15,0,0,0.9924116719,0.0075883281,1
AGR,svm,2024-03-01,16,0,0,0.9939692951,0.0060307049,1
AGR,svm,2024-04-01,17,0,0,0.9944405491,0.0055594509,1
AGR,svm,2024-05-01,18,0,0,0.9949841666,0.0050158334,1
AGR,svm,2024-06-01,19,0,0,0.9970671115,0.0029328885,1
AGR,svm,2024-07-01,20,1,0,0.9984717395,0.0015282605,0
AGR,svm,2024-08-01,21,1,0,0.9983538711,0.0016461289,0
AGR,svm,2024-09-01,22,1,0,0.9983092938,0.0016907062,0
AGR,svm,2024-10-01,23,1,0,0.9981151198,0.0018848802,0
AGR,svm,2024-11-01,24,1,0,0.9978716272,0.0021283728,0
AGR,svm,2024-12-01,25,1,0,0.9978172124,0.0021827876,0
AGR,svm,2025-01-01,26,1,0,0.9977113385,0.0022886615,0
AGR,svm,2025-02-01,27,1,0,0.9975150281,0.0024849719,0
AGR,svm,2025-03-01,28,0,0,0.997266995,0.002733005,1
ALT,lstm,2022-11-01,0,0,1,0.11560807,0.88439196,0
ALT,lstm,2022-12-01,1,0,1,0.104565024,0.89543504,0
ALT,lstm,2023-01-01,2,0,1,0.10164081,0.89835924,0
ALT,lstm,2023-02-01,3,0,1,0.12231448,0.8776855,0
ALT,lstm,2023-03-01,4,0,1,0.16712469,0.83287525,0
ALT,lstm,2023-04-01,5,0,1,0.19538355,0.8046165,0
ALT,lstm,2023-05-01,6,0,1,0.1475266,0.85247344,0
ALT,lstm,2023-06-01,7,0,1,0.09948854,0.90051144,0
ALT,lstm,2023-07-01,8,0,1,0.0817046,0.9182954,0
ALT,lstm,2023-08-01,9,0,1,0.07901717,0.92098284,0
ALT,lstm,2023-09-01,10,0,1,0.07947492,0.9205251,0
ALT,lstm,2023-10-01,11,0,1,0.08239802,0.91760194,0
