Ticker,Model,Month-Year,Index,Actual,Prediction,Prob_Class_0,Prob_Class_1,Correct
ABT,svm,2024-10-13,15,1,0,0.5900373952,0.4099626048,0
ABT,svm,2024-10-20,16,0,0,0.6009285411,0.3990714589,1
ABT,svm,2024-10-27,17,1,1,0.4581341209,0.5418658791,1
ABT,svm,2024-11-03,18,0,0,0.6904066007,0.3095933993,1
ABT,svm,2024-11-10,19,1,1,0.2850140913,0.7149859087,1
ABT,svm,2024-11-17,20,0,0,0.7986002184,0.2013997816,1
ABT,svm,2024-11-24,21,0,1,0.3858104055,0.6141895945,0
ABT,svm,2024-12-01,22,0,1,0.4519250009,0.5480749991,0
ABT,svm,2024-12-08,23,1,1,0.2828487919,0.7171512081,1
ABT,svm,2024-12-15,24,0,1,0.3845063804,0.6154936196,0
ABT,svm,2024-12-22,25,1,1,0.4014875216,0.5985124784,1
ABT,svm,2024-12-29,26,0,1,0.3888715136,0.6111284864,0
ABT,svm,2025-01-05,27,1,1,0.4439435996,0.5560564004,1
ABT,svm,2025-01-12,28,0,0,0.5407294801,0.4592705199,1
ABT,svm,2025-01-19,29,1,0,0.7853880415,0.2146119585,0
ABT,svm,2025-01-26,30,0,0,0.5144798993,0.4855201007,1
ABT,svm,2025-02-09,31,1,0,0.8031755305,0.1968244695,0
ABT,svm,2025-02-16,32,1,0,0.5957516754,0.4042483246,0
ABT,svm,2025-02-23,33,1,0,0.6036494057,0.3963505943,0
ABT,svm,2025-03-02,34,0,1,0.4011463733,0.5988536267,0
ABT,svm,2025-03-09,35,1,1,0.4781828682,0.5218171318,1
ABT,svm,2025-03-16,36,0,1,0.3489119013,0.6510880987,0
ABT,svm,2025-03-23,37,0,1,0.2826195738,0.7173804262,0
ABT,svm,2025-03-30,38,1,0,0.6710887672,0.3289112328,0
ABT,svm,2025-04-06,39,0,1,0.379330223,0.620669777,0
ABT,svm,2025-04-13,40,0,1,0.4522721919,0.5477278081,0
ACB,svm,2024-06-30,0,0,0,0.5626965314,0.4373034686,1
ACB,svm,2024-07-07,1,1,1,0.4153488234,0.5846511766,1
ACB,svm,2024-07-14,2,0,1,0.3465664109,0.6534335891,0
ACB,svm,2024-07-21,3,0,0,0.5276553165,0.4723446835,1
ACB,svm,2024-07-28,4,0,1,0.3055094541,0.6944905459,0
ACB,svm,2024-08-04,5,1,1,0.3512090849,0.6487909151,1
ACB,svm,2024-08-11,6,1,1,0.4715503674,0.5284496326,1
ACB,svm,2024-08-18,7,1,0,0.5502222614,0.4497777386,0
ACB,svm,2024-08-25,8,0,0,0.5347619583,0.4652380417,1
ACB,svm,2024-09-01,9,0,1,0.3967754363,0.6032245637,0
ACB,svm,2024-09-08,10,1,1,0.4939933114,0.5060066886,1
ACB,svm,2024-09-15,11,1,1,0.3777716656,0.6222283344,1
ACB,svm,2024-09-22,12,0,0,0.5837666735,0.4162333265,1
ACB,svm,2024-09-29,13,1,1,0.3088823293,0.6911176707,1
ACB,svm,2024-10-06,14,1,1,0.5,0.5,1
ACB,svm,2024-10-13,15,0,0,0.5,0.5,1
ACB,svm,2024-10-20,16,1,0,0.587879016,0.412120984,0
ACB,svm,2024-10-27,17,1,1,0.4880247098,0.5119752902,1
ACB,svm,2024-11-03,18,0,1,0.4068905292,0.5931094708,0
ACB,svm,2024-11-10,19,1,1,0.3720230942,0.6279769058,1
ACB,svm,2024-11-17,20,1,0,0.5800807978,0.4199192022,0
ACB,svm,2024-11-24,21,1,0,0.5202691763,0.4797308237,0
ACB,svm,2024-12-01,22,0,1,0.3615047375,0.6384952625,0
ACB,svm,2024-12-08,23,0,1,0.3913646746,0.6086353254,0
ACB,svm,2024-12-15,24,1,1,0.356619218,0.643380782,1
ACB,svm,2024-12-22,25,0,1,0.4089282662,0.5910717338,0
ACB,svm,2024-12-29,26,0,0,0.515190063,0.484809937,1
ACB,svm,2025-01-05,27,1,1,0.4229003426,0.5770996574,1
ACB,svm,2025-01-12,28,1,0,0.5537199182,0.4462800818,0
ACB,svm,2025-01-19,29,1,0,0.5473421431,0.4526578569,0
ACB,svm,2025-01-26,30,1,1,0.4516091514,0.5483908486,1
ACB,svm,2025-02-09,31,1,0,0.5337606629,0.4662393371,0
ACB,svm,2025-02-16,32,0,1,0.5,0.5,0
ACB,svm,2025-02-23,33,1,1,0.416237516,0.583762484,1
ACB,svm,2025-03-02,34,0,0,0.5215512172,0.4784487828,1
ACB,svm,2025-03-09,35,1,0,0.5309862622,0.4690137378,0
ACB,svm,2025-03-16,36,0,1,0.4606256342,0.5393743658,0
ACB,svm,2025-03-23,37,0,0,0.5117307111,0.4882692889,1
ACB,svm,2025-03-30,38,1,0,0.5199918384,0.4800081616,0
ACB,svm,2025-04-06,39,0,0,0.5540551559,0.4459448441,1
ACB,svm,2025-04-13,40,0,1,0.4776677438,0.5223322562,0
ACC,svm,2024-06-30,0,1,1,0.4440905797,0.5559094203,1
ACC,svm,2024-07-07,1,1,0,0.5271026476,0.4728973524,0
ACC,svm,2024-07-14,2,0,1,0.2870249725,0.7129750275,0
ACC,svm,2024-07-21,3,0,0,0.7063334018,0.2936665982,1
ACC,svm,2024-07-28,4,1,1,0.4332415011,0.5667584989,1
ACC,svm,2024-08-04,5,0,1,0.475601632,0.524398368,0
ACC,svm,2024-08-11,6,1,0,0.5692580305,0.4307419695,0
ACC,svm,2024-08-18,7,1,0,0.5517496482,0.4482503518,0
ACC,svm,2024-08-25,8,1,1,0.4925387974,0.5074612026,1
ACC,svm,2024-09-01,9,0,1,0.4756511298,0.5243488702,0
ACC,svm,2024-09-08,10,1,1,0.493032758,0.506967242,1
ACC,svm,2024-09-15,11,0,1,0.4120129779,0.5879870221,0
ACC,svm,2024-09-22,12,0,0,0.5550020661,0.4449979339,1
ACC,svm,2024-09-29,13,1,0,0.6618233969,0.3381766031,0
ACC,svm,2024-10-06,14,0,0,0.6490035413,0.3509964587,1
ACC,svm,2024-10-13,15,0,0,0.6423081274,0.3576918726,1
ACC,svm,2024-10-20,16,1,1,0.5,0.5,1
ACC,svm,2024-10-27,17,0,0,0.6528249375,0.3471750625,1
ACC,svm,2024-11-03,18,1,0,0.6349401243,0.3650598757,0
ACC,svm,2024-11-10,19,1,0,0.5513275893,0.4486724107,0
ACC,svm,2024-11-17,20,0,0,0.6394349671,0.3605650329,1
ACC,svm,2024-11-24,21,1,0,0.7233209175,0.2766790825,0
ACC,svm,2024-12-01,22,1,0,0.5683424517,0.4316575483,0
ACC,svm,2024-12-08,23,1,0,0.6279909522,0.3720090478,0
ACC,svm,2024-12-15,24,1,0,0.6914211264,0.3085788736,0
ACC,svm,2024-12-22,25,1,1,0.4206731197,0.5793268803,1
ACC,svm,2024-12-29,26,1,1,0.4011796934,0.5988203066,1
ACC,svm,2025-01-05,27,0,0,0.7108435911,0.2891564089,1
ACC,svm,2025-01-12,28,0,0,0.6131226338,0.3868773662,1
ACC,svm,2025-01-19,29,1,0,0.6661990103,0.3338009897,0
ACC,svm,2025-01-26,30,1,1,0.4767948265,0.5232051735,1
ACC,svm,2025-02-09,31,0,1,0.3740191187,0.6259808813,0
ACC,svm,2025-02-16,32,0,1,0.3227779052,0.6772220948,0
ACC,svm,2025-02-23,33,1,0,0.577680982,0.422319018,0
ACC,svm,2025-03-02,34,1,1,0.4059935847,0.5940064153,1
ACC,svm,2025-03-09,35,1,0,0.552480671,0.447519329,0
ACC,svm,2025-03-16,36,0,0,0.6583697476,0.3416302524,1
ACC,svm,2025-03-23,37,0,1,0.4624232224,0.5375767776,0
ACC,svm,2025-03-30,38,0,0,0.7352834943,0.2647165057,1
ACC,svm,2025-04-06,39,0,0,0.7834606963,0.2165393037,1
ACC,svm,2025-04-13,40,0,0,0.5188381442,0.4811618558,1
ACE,svm,2024-06-30,0,1,1,0.4397912903,0.5602087097,1
ACE,svm,2024-07-07,1,1,1,0.4397912903,0.5602087097,1
ACE,svm,2024-07-14,2,0,1,0.4397912904,0.5602087096,0
ACE,svm,2024-07-21,3,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-07-28,4,0,1,0.4397912911,0.5602087089,0
ACE,svm,2024-08-04,5,1,1,0.4397912912,0.5602087088,1
ACE,svm,2024-08-11,6,0,1,0.4397912907,0.5602087093,0
ACE,svm,2024-08-18,7,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-08-25,8,0,1,0.4397912905,0.5602087095,0
ACE,svm,2024-09-01,9,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-09-08,10,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-09-15,11,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-09-22,12,0,1,0.4397912905,0.5602087095,0
ACE,svm,2024-09-29,13,1,1,0.4397912906,0.5602087094,1
ACE,svm,2024-10-06,14,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-10-13,15,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-10-20,16,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-10-27,17,1,1,0.4397912905,0.5602087095,1
ACE,svm,2024-11-03,18,0,1,0.4397912905,0.5602087095,0
ACE,svm,2024-11-10,19,0,1,0.4397912904,0.5602087096,0
ACE,svm,2024-11-17,20,0,1,0.4397912906,0.5602087094,0
ACE,svm,2024-11-24,21,0,1,0.4397912912,0.5602087088,0
ACE,svm,2024-12-01,22,1,1,0.4397912966,0.5602087034,1
ACE,svm,2024-12-08,23,0,1,0.439791308,0.560208692,0
ACE,svm,2024-12-15,24,0,1,0.4397912882,0.5602087118,0
ACE,svm,2024-12-22,25,1,1,0.4397912908,0.5602087092,1
ACE,svm,2024-12-29,26,0,1,0.4397912913,0.5602087087,0
ACE,svm,2025-01-05,27,0,1,0.4397912914,0.5602087086,0
ACE,svm,2025-01-12,28,0,1,0.439791291,0.560208709,0
ACE,svm,2025-01-19,29,1,1,0.4397912905,0.5602087095,1
ACE,svm,2025-01-26,30,0,1,0.4397912904,0.5602087096,0
ACE,svm,2025-02-09,31,1,1,0.4397912905,0.5602087095,1
ACE,svm,2025-02-16,32,1,1,0.4397912905,0.5602087095,1
ACE,svm,2025-02-23,33,0,1,0.4397912905,0.5602087095,0
ACE,svm,2025-03-02,34,0,1,0.4397912905,0.5602087095,0
ACE,svm,2025-03-09,35,1,1,0.4397912905,0.5602087095,1
ACE,svm,2025-03-16,36,0,1,0.4397912905,0.5602087095,0
ACE,svm,2025-03-23,37,0,1,0.4397912905,0.5602087095,0
ACE,svm,2025-03-30,38,1,1,0.4397912905,0.5602087095,1
ACE,svm,2025-04-06,39,0,1,0.4397912905,0.5602087095,0
ACE,svm,2025-04-13,40,0,1,0.4397912905,0.5602087095,0
ACL,svm,2024-06-30,0,1,0,0.4935518668,0.5064481332,0
ACL,svm,2024-07-07,1,0,1,0.5258792996,0.4741207004,0
ACL,svm,2024-07-14,2,0,1,0.5125270758,0.4874729242,0
ACL,svm,2024-07-21,3,0,1,0.5540860957,0.4459139043,0
ACL,svm,2024-07-28,4,0,1,0.5208322074,0.4791677926,0
ACL,svm,2024-08-04,5,1,1,0.5055573059,0.4944426941,1
ACL,svm,2024-08-11,6,0,1,0.5,0.5,0
ACL,svm,2024-08-18,7,1,1,0.5136428238,0.4863571762,1
ACL,svm,2024-08-25,8,0,0,0.4913084421,0.5086915579,1
ACL,svm,2024-09-01,9,1,0,0.4649889593,0.5350110407,0
ACL,svm,2024-09-08,10,0,0,0.4575738295,0.5424261705,1
ACL,svm,2024-09-15,11,0,0,0.4930565703,0.5069434297,1
ACL,svm,2024-09-22,12,0,0,0.46962748,0.53037252,1
ACL,svm,2024-09-29,13,1,1,0.5097735087,0.4902264913,1
ACL,svm,2024-10-06,14,1,0,0.4902507952,0.5097492048,0
ACL,svm,2024-10-13,15,0,0,0.4756478665,0.5243521335,1
ACL,svm,2024-10-20,16,1,0,0.4909350979,0.5090649021,0
ACL,svm,2024-10-27,17,0,0,0.4852257646,0.5147742354,1
ACL,svm,2024-11-03,18,0,1,0.5,0.5,0
ACL,svm,2024-11-10,19,0,1,0.514387626,0.485612374,0
ACL,svm,2024-11-17,20,1,1,0.5172840102,0.4827159898,1
ACL,svm,2024-11-24,21,1,1,0.5,0.5,1
ACL,svm,2024-12-01,22,1,1,0.5069465212,0.4930534788,1
ACL,svm,2024-12-08,23,0,0,0.4829621316,0.5170378684,1
ACL,svm,2024-12-15,24,1,0,0.4788823923,0.5211176077,0
ACL,svm,2024-12-22,25,0,1,0.5,0.5,0
ACL,svm,2024-12-29,26,0,1,0.5,0.5,0
ACL,svm,2025-01-05,27,1,0,0.5,0.5,0
ACL,svm,2025-01-12,28,1,0,0.5,0.5,0
ACL,svm,2025-01-19,29,0,0,0.4920792453,0.5079207547,1
ACL,svm,2025-01-26,30,0,0,0.4923031228,0.5076968772,1
ACL,svm,2025-02-09,31,1,0,0.4919047993,0.5080952007,0
ACL,svm,2025-02-16,32,0,0,0.5,0.5,1
ACL,svm,2025-02-23,33,0,0,0.4901527131,0.5098472869,1
ACL,svm,2025-03-02,34,0,0,0.4826947508,0.5173052492,1
ACL,svm,2025-03-09,35,0,1,0.5052690065,0.4947309935,0
ACL,svm,2025-03-16,36,1,0,0.4809206043,0.5190793957,0
ACL,svm,2025-03-23,37,0,1,0.5,0.5,0
ACL,svm,2025-03-30,38,1,0,0.4830388073,0.5169611927,0
ACL,svm,2025-04-06,39,0,1,0.5171811353,0.4828188647,0
ACL,svm,2025-04-13,40,0,1,0.5288064715,0.4711935285,0
ADC,svm,2024-06-30,0,1,1,0.3961310757,0.6038689243,1
ADC,svm,2024-07-07,1,0,1,0.3961310802,0.6038689198,0
ADC,svm,2024-07-14,2,0,1,0.3961310723,0.6038689277,0
ADC,svm,2024-07-21,3,0,1,0.3961310968,0.6038689032,0
ADC,svm,2024-07-28,4,0,1,0.3961310679,0.6038689321,0
ADC,svm,2024-08-04,5,1,1,0.3961311105,0.6038688895,1
ADC,svm,2024-08-11,6,0,1,0.39613109,0.60386891,0
ADC,svm,2024-08-18,7,0,1,0.3961310694,0.6038689306,0
ADC,svm,2024-08-25,8,1,1,0.3961311369,0.6038688631,1
ADC,svm,2024-09-01,9,0,1,0.3961310806,0.6038689194,0
ADC,svm,2024-09-08,10,1,1,0.3961310586,0.6038689414,1
ADC,svm,2024-09-15,11,1,1,0.3961310956,0.6038689044,1
ADC,svm,2024-09-22,12,0,1,0.3961324686,0.6038675314,0
ADC,svm,2024-09-29,13,0,1,0.3961322237,0.6038677763,0
ADC,svm,2024-10-06,14,1,1,0.3961299408,0.6038700592,1
ADC,svm,2024-10-13,15,1,1,0.3961320448,0.6038679552,1
ADC,svm,2024-10-20,16,0,1,0.3961311798,0.6038688202,0
ADC,svm,2024-10-27,17,1,1,0.39613103,0.60386897,1
ADC,svm,2024-11-03,18,1,1,0.3961311663,0.6038688337,1
ADC,svm,2024-11-10,19,0,1,0.3961309705,0.6038690295,0
ADC,svm,2024-11-17,20,1,1,0.3961313765,0.6038686235,1
ADC,svm,2024-11-24,21,1,1,0.3961310488,0.6038689512,1
ADC,svm,2024-12-01,22,0,1,0.3961310729,0.6038689271,0
ADC,svm,2024-12-08,23,1,1,0.3961311326,0.6038688674,1
ADC,svm,2024-12-15,24,1,1,0.3961310698,0.6038689302,1
ADC,svm,2024-12-22,25,1,1,0.3961310895,0.6038689105,1
ADC,svm,2024-12-29,26,0,1,0.3961310959,0.6038689041,0
ADC,svm,2025-01-05,27,0,1,0.3961310965,0.6038689035,0
ADC,svm,2025-01-12,28,1,1,0.3961311435,0.6038688565,1
ADC,svm,2025-01-19,29,1,1,0.396131105,0.603868895,1
ADC,svm,2025-01-26,30,0,1,0.3961313494,0.6038686506,0
ADC,svm,2025-02-09,31,0,1,0.3961311643,0.6038688357,0
ADC,svm,2025-02-16,32,1,1,0.3961310755,0.6038689245,1
ADC,svm,2025-02-23,33,0,1,0.3961310955,0.6038689045,0
ADC,svm,2025-03-02,34,1,1,0.396131081,0.603868919,1
ADC,svm,2025-03-09,35,1,1,0.3961310688,0.6038689312,1
ADC,svm,2025-03-16,36,1,1,0.3961312017,0.6038687983,1
ADC,svm,2025-03-23,37,0,1,0.396131088,0.603868912,0
ADC,svm,2025-03-30,38,1,1,0.3961310915,0.6038689085,1
ADC,svm,2025-04-06,39,0,1,0.3961310705,0.6038689295,0
ADC,svm,2025-04-13,40,0,1,0.3961310756,0.6038689244,0
ADP,svm,2024-06-30,0,1,1,0.362892656,0.637107344,1
ADP,svm,2024-07-07,1,1,1,0.362998848,0.637001152,1
ADP,svm,2024-07-14,2,1,1,0.3629824015,0.6370175985,1
ADP,svm,2024-07-21,3,1,1,0.3629711145,0.6370288855,1
ADP,svm,2024-07-28,4,0,1,0.3629697382,0.6370302618,0
ADP,svm,2024-08-04,5,0,1,0.3629690054,0.6370309946,0
ADP,svm,2024-08-11,6,1,1,0.3629685877,0.6370314123,1
ADP,svm,2024-08-18,7,0,1,0.3629685882,0.6370314118,0
ADP,svm,2024-08-25,8,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-09-01,9,0,1,0.3629685882,0.6370314118,0
ADP,svm,2024-09-08,10,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-09-15,11,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-09-22,12,0,1,0.3629685882,0.6370314118,0
ADP,svm,2024-09-29,13,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-10-06,14,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-10-13,15,0,1,0.3629685882,0.6370314118,0
ADP,svm,2024-10-20,16,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-10-27,17,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-11-03,18,0,1,0.3629685882,0.6370314118,0
ADP,svm,2024-11-10,19,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-11-17,20,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-11-24,21,1,1,0.3629685882,0.6370314118,1
ADP,svm,2024-12-01,22,0,1,0.3629685882,0.6370314118,0
